id	category
TAM_479	Positive
TAM_480	Positive
TAM_481	Positive
TAM_482	Positive
TAM_483	Positive
TAM_484	Negative
TAM_485	Positive
TAM_486	Positive
TAM_487	Positive
TAM_488	Positive
TAM_489	Positive
TAM_490	Positive
TAM_491	Positive
TAM_492	Positive
TAM_493	Positive
TAM_494	Positive
TAM_495	Positive
TAM_496	Negative
TAM_497	Positive
TAM_498	Positive
TAM_499	Positive
TAM_500	Positive
TAM_501	Positive
TAM_502	Negative
TAM_503	Positive
TAM_504	Positive
TAM_505	Positive
TAM_506	Negative
TAM_507	Negative
TAM_508	Positive
TAM_509	Positive
TAM_510	Positive
TAM_511	Negative
TAM_512	Positive
TAM_513	Negative
TAM_514	Positive
TAM_515	Positive
TAM_516	Positive
TAM_517	Positive
TAM_518	Positive
TAM_519	Positive
TAM_520	Positive
TAM_521	Positive
TAM_522	Positive
TAM_523	Negative
TAM_524	Negative
TAM_525	Positive
TAM_526	Negative
TAM_527	Positive
TAM_528	Positive
TAM_529	Positive
TAM_530	Positive
TAM_531	Positive
TAM_532	Positive
TAM_533	Positive
TAM_534	Positive
TAM_535	Positive
TAM_536	Positive
TAM_537	Positive
TAM_538	Positive
TAM_539	Negative
TAM_540	Negative
TAM_541	Positive
TAM_542	Positive
TAM_543	Positive
TAM_544	Positive
TAM_545	Positive
TAM_546	Positive
TAM_547	Positive
TAM_548	Positive
TAM_549	Positive
TAM_550	Positive
TAM_551	Positive
TAM_552	Positive
TAM_553	Positive
TAM_554	Positive
TAM_555	Positive
TAM_556	Positive
TAM_557	Positive
TAM_558	Positive
TAM_559	Positive
TAM_560	Negative
TAM_561	Positive
TAM_562	Positive
TAM_563	Positive
TAM_564	Negative
TAM_565	Positive
TAM_566	Positive
TAM_567	Negative
TAM_568	Positive
TAM_569	Positive
TAM_570	Positive
TAM_571	Positive
TAM_572	Positive
TAM_573	Positive
TAM_574	Positive
TAM_575	Positive
TAM_576	Positive
TAM_577	Positive
TAM_578	Negative
TAM_579	Positive
TAM_580	Positive
TAM_581	Positive
TAM_582	Positive
TAM_583	Positive
TAM_584	Negative
TAM_585	Positive
TAM_586	Positive
TAM_587	Positive
TAM_588	Positive
TAM_589	Positive
TAM_590	Negative
TAM_591	Negative
TAM_592	Positive
TAM_593	Positive
TAM_594	Positive
TAM_595	Positive
TAM_596	Positive
TAM_597	Positive
TAM_598	Positive
TAM_599	Positive
TAM_600	Positive
TAM_601	Positive
TAM_602	Positive
TAM_603	Positive
TAM_604	Positive
TAM_605	Negative
TAM_606	Positive
TAM_607	Positive
TAM_608	Positive
TAM_609	Negative
TAM_610	Positive
TAM_611	Positive
TAM_612	Positive
TAM_613	Negative
TAM_614	Positive
TAM_615	Positive
TAM_616	Negative
TAM_617	Positive
TAM_618	Positive
TAM_619	Positive
TAM_620	Positive
TAM_621	Positive
TAM_622	Positive
TAM_623	Positive
TAM_624	Positive
TAM_625	Negative
TAM_626	Positive
TAM_627	Positive
TAM_628	Positive
TAM_629	Positive
TAM_630	Positive
TAM_631	Positive
TAM_632	Positive
TAM_633	Positive
TAM_634	Positive
TAM_635	Positive
TAM_636	Positive
TAM_637	Positive
TAM_638	Positive
TAM_639	Positive
TAM_640	Positive
TAM_641	Positive
TAM_642	Positive
TAM_643	Positive
TAM_644	Positive
TAM_645	Positive
TAM_646	Positive
TAM_647	Positive
TAM_648	Negative
TAM_649	Positive
